epoch,step,train_loss,val_loss
0,49,0.019975971430540085,
0,99,0.00833848211914301,
0,149,0.09333387017250061,
0,199,0.09832871705293655,
0,249,0.003956201020628214,
0,299,0.003262338461354375,
0,349,0.172121062874794,
0,399,0.0034314978402107954,
0,449,0.004136659204959869,
0,499,0.0029720833990722895,
0,549,0.0024174549616873264,
0,599,0.0022336358670145273,
0,649,0.005312485154718161,
0,699,0.003928302321583033,
0,749,0.0024177853483706713,
0,799,0.003035814268514514,
0,849,0.0020971489138901234,
0,899,0.0037590472493320704,
0,949,0.01035149022936821,
0,999,0.0011001484235748649,
0,1049,0.003487249370664358,
0,1099,0.01252075470983982,
0,1149,0.05210129916667938,
0,1199,0.0010491012362763286,
0,1249,0.0034881604369729757,
0,1299,0.08610139042139053,
0,1349,0.057947687804698944,
0,1399,0.004088598769158125,
0,1449,0.0035076700150966644,
0,1499,0.007607213221490383,
0,1549,0.003386425320059061,
0,1599,0.002836734289303422,
0,1649,0.05290704965591431,
0,1699,0.0026076361536979675,
0,1749,0.00809416826814413,
0,1799,0.002086554653942585,
0,1849,0.005596750881522894,
0,1899,0.0012620751513168216,
0,1949,0.002595603698864579,
0,1999,0.04342496767640114,
0,2049,0.0012898456770926714,
0,2099,0.0008896418148651719,
0,2149,0.000560130225494504,
0,2199,0.0008962606079876423,
0,2249,0.0006457998533733189,
0,2299,0.007295606192201376,
0,2349,0.0050832959823310375,
0,2399,0.005656545050442219,
0,2449,0.004421985242515802,
0,2499,0.0004640707338694483,
0,2549,0.00446413503959775,
0,2599,0.0037319220136851072,
0,2649,0.008308914490044117,
0,2699,0.002695642178878188,
0,2749,0.0038169126491993666,
0,2799,0.07734979689121246,
0,2849,0.00046155459131114185,
0,2899,0.0016090023564174771,
0,2949,0.0009859083220362663,
0,2999,0.03623569756746292,
0,3049,0.0019558644853532314,
0,3099,0.10094542056322098,
0,3149,0.0035740004386752844,
0,3199,0.0025996442418545485,
0,3249,0.006537128705531359,
0,3299,0.0010983833344653249,
0,3349,0.000746703939512372,
0,3399,0.0006681211525574327,
0,3449,0.003630343358963728,
0,3499,0.004874256905168295,
0,3549,0.10701652616262436,
0,3599,0.0011102933203801513,
0,3649,0.04513981193304062,
0,3699,0.0021524960175156593,
0,3749,0.0062186866998672485,
0,3799,0.0024141049943864346,
0,3849,0.0010606804862618446,
0,3899,0.005630355328321457,
0,3949,0.0014591607032343745,
0,3999,0.0006351496558636427,
0,4049,0.006374608725309372,
0,4099,0.02963448129594326,
0,4149,0.0016274831723421812,
0,4199,0.00022872118279337883,
0,4249,0.0008179935975931585,
0,4299,0.004783046431839466,
0,4349,0.014921480789780617,
0,4399,0.0026195140089839697,
0,4449,0.0008540620328858495,
0,4499,0.0015488824574276805,
0,4549,0.03856383264064789,
0,4599,0.002798632252961397,
0,4649,0.07307504117488861,
0,4699,0.0008975195232778788,
0,4749,0.003094870364293456,
0,4799,0.0003613852895796299,
0,4849,0.001399319153279066,
0,4899,0.0007389086531475186,
0,4949,8.892045298125595e-05,
0,4999,0.001334126922301948,
0,5049,0.0006659466307610273,
0,5099,0.001964117167517543,
0,5149,0.005264135543256998,
0,5199,0.0009194037411361933,
0,5249,0.019554907456040382,
0,5299,0.0070795901119709015,
0,5349,0.2191900610923767,
0,5399,0.0009913808899000287,
0,5449,0.0006594158476218581,
0,5499,0.0015186285600066185,
0,5549,0.088707834482193,
0,5599,0.0008212971733883023,
0,5649,0.03793810307979584,
0,5699,0.002323653781786561,
0,5749,0.002748513827100396,
0,5799,0.03600924834609032,
0,5849,0.0014507562154904008,
0,5899,0.0023871082812547684,
0,5949,0.09773017466068268,
0,5999,0.0015402573626488447,
0,6049,0.0026219962164759636,
0,6099,0.00037747298483736813,
0,6149,0.00030097929993644357,
0,6199,0.0005701470072381198,
0,6249,0.0009690645965747535,
0,6299,0.0035830195993185043,
0,6349,0.004528768360614777,
